danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,popularity_
0.183,0.0188,-32.113,0.0474,0.977,5.11e-06,0.362,0.0531,81.283,215867.0,0
0.6779999999999999,0.905,-5.526,0.0784,0.0568,0.0239,0.24,0.898,0.0,243787.0,0
0.8140000000000001,0.743,-2.968,0.159,0.152,0.0,0.163,0.367,0.0,214587.0,1
0.429,0.966,-4.605,0.0733,0.0002089999999999,0.124,0.371,0.525,0.0,278027.0,1
0.63,0.794,-10.2,0.0921,0.0002819999999999,0.429,0.298,0.836,146.57399999999998,271160.0,0
0.516,0.966,-3.2230000000000003,0.0765,4.47e-05,0.0,0.302,0.414,116.993,241347.0,0
0.72,0.861,-4.339,0.209,0.2689999999999999,5.11e-06,0.601,0.669,126.991,200013.0,1
0.5720000000000001,0.853,-3.2030000000000003,0.217,0.0757,0.0,0.0798,0.102,171.297,297893.0,1
59.0,66.0,-5.0,16.0,4.0,,64.0,33.0,107.0,353.0,1
0.591,0.764,-5.484,0.0483,0.0383,0.0,0.103,0.478,169.928,141806.0,1
0.487,0.789,-3.69,0.044,0.00947,4.05e-06,0.1889999999999999,0.0564,150.007,270715.0,1
0.702,0.825,-3.787,0.0601,0.00883,0.0,0.0674,0.915,102.977,203064.0,1
0.62,0.7440000000000001,-5.075,0.0359,0.000796,4.31e-05,0.111,0.598,113.074,232880.0,0
0.58,0.0203,-28.811,0.0868,0.995,0.303,0.0865,0.6859999999999999,120.615,138880.0,0
0.111,0.155,-20.425,0.0565,0.942,0.000373,0.421,0.0391,0.0,589227.0,0
70.0,67.0,-6.0,3.0,1.0,,8.0,25.0,105.0,236.0,1
0.927,0.563,-5.827000000000001,0.175,0.0306,0.0,0.0736,0.8420000000000001,103.31200000000001,109302.0,1
0.698,0.605,-8.493,0.0653,0.257,0.302,0.102,0.467,88.03299999999999,-1.0,0
55.0,65.0,-4.0,3.0,14.0,,9.0,30.0,99.0,254.0,1
0.364,0.8109999999999999,-7.237,0.0621,0.00268,0.0093,0.106,0.151,120.758,419893.0,0
0.619,0.67,-10.319,0.0353,0.00165,0.0109,0.331,0.777,129.267,-1.0,1
0.688,0.7020000000000001,-4.792,0.0499,0.0215,0.0,0.128,0.74,94.006,192191.0,1
77.0,75.0,-5.0,5.0,15.0,,4.0,90.0,119.0,219.0,1
58.0,39.0,-7.0,3.0,49.0,,11.0,32.0,73.0,230.0,1
0.669,0.613,-8.596,0.357,0.316,0.0,0.326,0.5660000000000001,146.012,230687.0,0
0.685,0.7829999999999999,-4.152,0.0276,0.1159999999999999,0.0,0.1939999999999999,0.525,90.008,201893.0,1
0.537,0.962,-2.749,0.121,0.0323,0.193,0.158,0.43,160.031,237000.0,0
0.931,0.422,-6.837999999999999,0.168,0.0263,0.0,0.102,0.102,139.974,123481.0,1
0.603,0.7959999999999999,-5.698,0.489,0.0459,0.0,0.362,0.187,76.118,-1.0,0
0.485,0.985,-3.455,0.0705,3.89e-05,0.0,0.171,0.562,140.031,209008.0,0
0.747,0.568,-8.651,0.0319,0.475,0.000165,0.127,0.684,121.615,194853.0,0
0.871,0.819,-6.022,0.256,0.142,0.0,0.106,0.712,112.114,198982.0,0
56.0,71.0,-5.0,5.0,0.0,,11.0,39.0,92.0,225.0,1
79.0,55.0,-7.0,5.0,1.0,,13.0,23.0,120.0,226.0,1
0.351,0.74,-3.432,0.0318,0.000502,0.00144,0.107,0.218,102.124,238333.0,0
0.795,0.624,-5.997000000000001,0.207,0.266,0.0,0.091,0.908,153.852,180779.0,0
0.906,0.444,-8.692,0.384,0.136,6.440000000000001e-05,0.173,0.6779999999999999,140.063,235040.0,1
53.0,87.0,-5.0,17.0,16.0,,14.0,42.0,160.0,208.0,1
0.7290000000000001,0.0261,-18.076,0.192,0.856,0.977,0.113,0.1,75.209,59556.0,0
0.626,0.539,-6.992000000000001,0.308,0.665,1.72e-06,0.2289999999999999,0.59,70.992,199437.0,0
84.0,71.0,-5.0,4.0,2.0,,10.0,57.0,120.0,243.0,1
0.792,0.5379999999999999,-8.654,0.314,0.535,0.0,0.122,0.7609999999999999,91.992,-1.0,0
36.0,61.0,-7.0,10.0,5.0,,18.0,8.0,192.0,200.0,1
0.3329999999999999,0.927,-8.55,0.0733,0.0029,0.0002109999999999,0.297,0.382,141.47,308120.0,1
0.82,0.6409999999999999,-7.811,0.1159999999999999,0.0662,5.07e-05,0.102,0.395,117.97399999999999,263373.0,1
0.7190000000000001,0.497,-7.661,0.6809999999999999,0.115,0.0,0.0898,0.345,81.65100000000001,216727.0,1
0.6890000000000001,0.8170000000000001,-4.503,0.0378,0.0786,0.0,0.105,0.865,160.046,199004.0,1
0.228,0.0892,-24.696,0.065,0.968,0.000262,0.406,0.0719,82.936,249480.0,0
0.5579999999999999,0.5589999999999999,-9.222,0.0959,0.371,7.49e-06,0.109,0.62,78.558,-1.0,1
0.615,0.41,-12.057,0.0313,0.735,4.52e-05,0.103,0.2739999999999999,128.855,300453.0,0
97.0,59.0,-8.0,26.0,5.0,,8.0,27.0,130.0,264.0,0
0.32,0.0309,-25.013,0.0411,0.957,0.00206,0.155,0.0786,124.555,296027.0,0
0.884,0.485,-7.146,0.0793,0.67,0.00063,0.325,0.149,125.006,200486.0,1
63.0,69.0,-8.0,5.0,8.0,,13.0,65.0,95.0,253.0,1
0.528,0.654,-5.746,0.0314,0.0263,0.000762,0.347,0.35,140.05100000000002,300080.0,0
0.772,0.888,-6.273,0.118,0.0123,0.0,0.12,0.706,124.646,120667.0,0
0.807,0.893,-3.745,0.0347,0.0451,2.79e-05,0.366,0.537,126.011,230747.0,1
0.244,0.0192,-27.068,0.0423,0.992,0.3379999999999999,0.242,0.148,136.269,160907.0,0
0.756,0.697,-6.377,0.0401,0.182,0.0,0.333,0.956,94.996,206071.0,1
0.3289999999999999,0.231,-17.475,0.0387,0.973,0.95,0.11,0.258,135.116,351347.0,0
0.218,0.166,-26.131,0.055,0.987,0.171,0.7090000000000001,0.0613,123.257,-1.0,0
0.5920000000000001,0.522,-9.922,0.217,0.777,0.0,0.2189999999999999,0.8079999999999999,150.452,149560.0,0
0.7759999999999999,0.631,-14.149,0.0463,0.8240000000000001,0.0174,0.162,0.93,97.29899999999999,137347.0,0
0.631,0.715,-6.082999999999999,0.0277,0.0299,0.0,0.121,0.42,135.826,176880.0,1
75.0,71.0,-5.0,13.0,1.0,,13.0,56.0,136.0,214.0,1
0.6809999999999999,0.447,-8.83,0.0477,0.5529999999999999,4.36e-06,0.122,0.746,99.41799999999999,265640.0,0
96.0,60.0,-6.0,18.0,7.0,,21.0,65.0,130.0,260.0,0
0.161,0.125,-14.945,0.0403,0.983,0.923,0.147,0.153,87.569,368000.0,0
0.684,0.647,-6.777,0.285,0.00266,0.0,0.309,0.179,145.156,239987.0,0
70.0,71.0,-2.0,5.0,5.0,,14.0,79.0,135.0,213.0,1
0.762,0.759,-7.185,0.108,0.132,0.904,0.104,0.436,174.305,-1.0,0
0.372,0.192,-14.056,0.0404,0.98,0.179,0.188,0.118,95.823,177467.0,0
0.6509999999999999,0.708,-4.791,0.0376,0.5820000000000001,0.0,0.0796,0.5579999999999999,119.964,202920.0,1
0.659,0.372,-6.824,0.0649,0.684,0.0,0.108,0.687,103.225,171387.0,0
67.0,86.0,-3.0,5.0,1.0,,34.0,65.0,120.0,227.0,1
0.5529999999999999,0.853,-3.668,0.0339,0.000684,0.0,0.126,0.506,122.023,231400.0,1
0.777,0.504,-6.812,0.0634,0.103,0.0,0.201,0.513,80.008,221467.0,0
0.276,0.0953,-22.145,0.0436,0.89,0.7709999999999999,0.1009999999999999,0.129,124.745,375480.0,0
0.491,0.147,-19.459,0.0386,0.96,0.937,0.2769999999999999,0.682,109.696,94627.0,0
0.556,0.5379999999999999,-5.408,0.0382,0.0689,0.0,0.196,0.291,143.95,223347.0,1
0.521,0.613,-5.438,0.0301,0.111,0.0,0.142,0.3939999999999999,77.023,221381.0,0
0.593,0.632,-5.381,0.541,0.0133,0.0,0.64,0.0789,173.36900000000003,235232.0,1
0.415,0.0197,-34.225,0.108,0.644,0.0,0.1969999999999999,0.126,163.219,64760.0,0
0.779,0.355,-8.971,0.0789,0.0624,0.0,0.159,0.362,128.805,166960.0,1
0.6409999999999999,0.652,-8.575,0.264,0.42,1.74e-06,0.094,0.406,175.02200000000002,244771.0,1
0.144,0.017,-25.287,0.0429,0.985,0.909,0.125,0.0764,66.964,-1.0,0
59.0,30.0,-7.0,3.0,78.0,,12.0,36.0,95.0,260.0,1
0.6679999999999999,0.718,-4.736000000000001,0.0605,0.0165,0.0,0.104,0.345,0.0,192200.0,1
0.616,0.92,-2.2230000000000003,0.0763,0.00782,0.0,0.161,0.5529999999999999,123.213,192555.0,0
0.2,0.126,-20.132,0.0426,0.8809999999999999,0.353,0.623,0.0395,77.452,1008440.0,0
0.649,0.5379999999999999,-9.793,0.0918,0.0483,0.401,0.0928,0.355,160.075,-1.0,1
0.774,0.75,-4.927,0.0413,0.0021,1.85e-05,0.0808,0.925,118.015,197987.0,1
0.61,0.3829999999999999,-7.542999999999999,0.0322,0.6759999999999999,0.0,0.0949,0.1639999999999999,137.766,221680.0,0
65.0,80.0,-5.0,17.0,6.0,,33.0,94.0,160.0,219.0,1
0.83,0.585,-6.476,0.094,0.237,0.0,0.248,0.485,109.978,173711.0,1
0.772,0.68,-5.881,0.2239999999999999,0.2769999999999999,1.17e-05,0.682,0.807,119.95299999999999,276160.0,1
62.0,47.0,-7.0,4.0,0.0,,3.0,68.0,77.0,220.0,1
0.113,0.0424,-26.723000000000003,0.0379,0.933,0.625,0.307,0.0756,80.002,383733.0,0
0.8240000000000001,0.595,-6.346,0.091,0.0571,3.7e-06,0.0876,0.157,0.0,137134.0,1
0.618,0.8170000000000001,-3.748,0.358,0.171,0.0,0.155,0.478,152.675,188529.0,0
0.777,0.522,-8.781,0.325,0.067,5.59e-05,0.0953,0.5820000000000001,76.94,274782.0,0
0.938,0.696,-5.837000000000001,0.384,0.0416,0.0,0.126,0.7559999999999999,97.988,127346.0,1
80.0,82.0,-5.0,4.0,18.0,,35.0,61.0,128.0,198.0,0
0.434,0.726,-5.482,0.033,0.0351,0.288,0.476,0.7,92.751,-1.0,0
0.736,0.597,-6.002999999999999,0.148,0.0664,2.15e-06,0.0957,0.4029999999999999,0.0,221858.0,0
0.379,0.18,-19.67,0.0523,0.904,0.293,0.285,0.3829999999999999,88.67200000000001,104960.0,0
0.653,0.524,-9.016,0.0502,0.112,0.0,0.203,0.553,83.97,160191.0,1
0.942,0.3829999999999999,-8.099,0.565,0.00195,0.0,0.0922,0.38,100.021,177806.0,1
0.562,0.579,-6.787999999999999,0.484,0.2739999999999999,0.0,0.102,0.5770000000000001,84.14299999999999,176591.0,1
0.351,0.935,-3.518,0.236,0.00263,0.0,0.141,0.4429999999999999,158.018,208419.0,0
0.929,0.65,-2.882,0.0858,0.0034799999999999,0.0,0.308,0.655,112.249,290227.0,1
0.715,0.703,-3.825,0.0503,0.192,0.0,0.113,0.596,119.749,238320.0,1
0.417,0.183,-22.922,0.0452,0.993,0.8540000000000001,0.16,0.8740000000000001,0.0,39412.0,0
0.922,0.6729999999999999,-6.416,0.15,0.4589999999999999,0.0,0.12,0.7020000000000001,133.998,214985.0,1
0.595,0.894,-4.493,0.0523,0.0932,0.0165,0.2,0.79,89.96799999999999,228147.0,0
0.524,0.892,-6.0920000000000005,0.0426,0.00597,0.0,0.0538,0.789,0.0,213600.0,0
0.778,0.578,-7.22,0.2739999999999999,0.432,0.0,0.138,0.758,84.48700000000001,252747.0,1
0.71,0.4039999999999999,-10.04,0.379,0.484,0.0,0.0953,0.3979999999999999,139.553,-1.0,1
0.143,0.193,-14.514,0.0358,0.7509999999999999,0.6709999999999999,0.0874,0.162,75.225,-1.0,0
0.87,0.6559999999999999,-5.081,0.1169999999999999,0.0158,0.0,0.106,0.416,0.0,191410.0,1
66.0,63.0,-9.0,18.0,19.0,,11.0,26.0,94.0,219.0,1
97.0,41.0,-6.0,7.0,19.0,,8.0,73.0,121.0,215.0,1
0.3779999999999999,0.638,-5.5760000000000005,0.075,0.02,7.659999999999999e-05,0.0849,0.735,184.08599999999998,250627.0,1
72.0,76.0,-4.0,5.0,1.0,,32.0,62.0,128.0,201.0,1
0.498,0.782,-4.277,0.143,0.409,0.0,0.121,0.835,83.99700000000001,211429.0,1
0.723,0.135,-22.87,0.159,0.513,0.911,0.113,0.54,79.931,61928.0,0
0.561,0.918,-3.2060000000000004,0.105,0.0106,0.0186,0.094,0.208,155.011,321000.0,0
0.755,0.569,-7.996,0.05,0.0123,0.0,0.103,0.435,75.068,131500.0,1
0.674,0.514,-8.205,0.387,0.373,0.0,0.13,0.233,67.673,230211.0,0
0.301,0.848,-5.605,0.0742,0.00599,7.57e-05,0.266,0.3829999999999999,175.079,-1.0,0
0.695,0.8490000000000001,-5.688,0.093,0.233,0.000842,0.385,0.623,140.092,86778.0,0
0.529,0.976,-1.571,0.134,0.00179,0.0,0.193,0.588,147.821,-1.0,0
0.695,0.8759999999999999,-4.262,0.0553,0.000996,6.89e-06,0.106,0.941,89.954,279213.0,1
0.385,0.0605,-20.2,0.0429,0.982,0.701,0.096,0.208,71.253,97627.0,0
0.348,0.165,-19.487,0.0396,0.812,5.97e-05,0.103,0.465,126.085,278000.0,0
0.0792,0.0383,-26.744,0.043,0.993,0.8420000000000001,0.129,0.0367,77.768,533880.0,0
0.843,0.359,-7.417000000000001,0.461,0.069,0.0,0.12,0.156,0.0,163944.0,1
0.755,0.835,-6.727,0.0537,0.0202,0.000999,0.145,0.471,125.005,143040.0,1
0.417,0.715,-6.707999999999999,0.365,0.228,0.0,0.257,0.728,193.703,198547.0,0
0.899,0.586,-7.866,0.344,0.2789999999999999,0.0,0.0836,0.492,150.001,214467.0,1
76.0,62.0,-6.0,18.0,1.0,,9.0,52.0,130.0,241.0,1
0.743,0.675,-4.267,0.0953,0.0251,0.000717,0.0685,0.59,92.90899999999999,214400.0,1
0.835,0.626,-5.832999999999999,0.125,0.0589,6e-05,0.396,0.35,91.03,217925.0,1
0.655,0.3979999999999999,-13.822,0.051,0.456,0.00099,0.0814,0.659,130.722,336579.0,0
0.924,0.386,-8.183,0.0548,0.755,0.00253,0.118,0.424,108.957,179125.0,1
0.396,0.00627,-23.327,0.0633,0.991,0.883,0.0808,0.34,133.42600000000002,210187.0,0
0.748,0.733,-5.931,0.0406,0.00262,0.0,0.252,0.263,139.975,275307.0,0
0.863,0.862,-4.678999999999999,0.0545,0.0195,0.0,0.105,0.703,120.009,218990.0,0
0.82,0.691,-6.646,0.0723,0.0115,0.0,0.344,0.6829999999999999,142.02700000000002,135739.0,1
0.688,0.642,-5.567,0.321,0.221,0.0,0.2,0.341,160.319,161129.0,1
0.595,0.7170000000000001,-4.803,0.0295,0.0779,0.00274,0.108,0.547,88.969,215907.0,1
0.923,0.508,-8.668,0.0468,0.104,1.21e-05,0.126,0.168,108.039,126667.0,1
0.0686,0.0464,-27.348000000000003,0.0469,0.892,0.512,0.653,0.0367,64.593,448613.0,0
0.8029999999999999,0.585,-5.861000000000001,0.0432,0.103,3.94e-06,0.0644,0.593,105.01700000000001,214480.0,1
0.545,0.962,-4.552,0.14,0.0133,0.0,0.059,0.539,160.017,146493.0,0
0.765,0.574,-8.456,0.31,0.0585,0.0,0.22,0.606,140.017,147413.0,1
0.67,0.86,-3.1830000000000003,0.0492,0.2019999999999999,0.0,0.0969999999999999,0.1159999999999999,130.016,283533.0,0
0.764,0.672,-4.274,0.0655,0.0166,1.06e-06,0.103,0.594,150.02100000000002,180813.0,1
0.419,0.4589999999999999,-11.659,0.1009999999999999,0.147,0.00121,0.8220000000000001,0.174,81.891,181880.0,0
0.706,0.505,-8.277000000000001,0.0398,0.617,0.000103,0.381,0.153,118.038,222712.0,0
73.0,69.0,-4.0,5.0,2.0,,10.0,42.0,94.0,221.0,1
0.68,0.5589999999999999,-5.545,0.129,0.172,0.0,0.318,0.1369999999999999,202.00599999999997,-1.0,1
0.647,0.645,-3.56,0.0311,0.295,0.0,0.1119999999999999,0.431,134.011,187755.0,0
0.7440000000000001,0.5489999999999999,-6.041,0.0387,0.5479999999999999,0.0,0.1369999999999999,0.2769999999999999,110.00399999999999,139567.0,1
0.848,0.6659999999999999,-6.547000000000001,0.2739999999999999,0.173,0.000699,0.129,0.7440000000000001,96.662,-1.0,1
70.0,86.0,-5.0,10.0,2.0,,2.0,93.0,105.0,217.0,1
0.434,0.0872,-26.091,0.0515,0.957,5.53e-05,0.782,0.412,78.862,151187.0,0
78.0,45.0,-6.0,3.0,47.0,,18.0,59.0,79.0,282.0,1
0.715,0.706,-5.804,0.383,0.326,0.000231,0.525,0.348,126.069,137431.0,0
0.76,0.579,-7.374,0.0569,0.0129,0.00351,0.106,0.125,100.01,213600.0,1
0.623,0.956,-2.608,0.0753,0.119,0.000227,0.617,0.7390000000000001,0.0,-1.0,1
85.0,54.0,-7.0,5.0,57.0,,13.0,45.0,125.0,236.0,1
68.0,94.0,-4.0,6.0,18.0,,12.0,65.0,124.0,230.0,1
0.313,0.915,-4.86,0.345,0.016,5.11e-05,0.206,0.206,137.849,338333.0,0
0.466,0.833,-4.215,0.304,0.0266,0.0,0.0327,0.6609999999999999,88.785,313573.0,1
0.539,0.615,-8.746,0.252,0.173,0.0056,0.144,0.493,163.924,214693.0,1
0.639,0.5710000000000001,-5.766,0.0284,0.0127,0.00283,0.0963,0.273,113.038,226893.0,0
0.354,0.0322,-27.492,0.0435,0.992,0.955,0.104,0.0638,67.872,253413.0,0
0.728,0.55,-6.049,0.379,0.00312,0.0,0.0871,0.305,139.863,-1.0,0
71.0,73.0,-4.0,9.0,12.0,,19.0,85.0,121.0,202.0,1
0.314,0.0273,-27.306,0.0354,0.926,0.8,0.126,0.0399,77.708,228253.0,0
0.466,0.672,-5.777,0.068,0.622,0.00108,0.147,0.108,91.67299999999999,-1.0,1
56.0,75.0,-5.0,3.0,46.0,,21.0,50.0,126.0,229.0,1
0.8320000000000001,0.774,-4.035,0.271,0.118,0.0,0.254,0.657,0.0,234837.0,0
0.76,0.608,-6.942,0.151,0.185,0.0,0.165,0.349,130.00799999999998,221464.0,0
0.579,0.252,-10.044,0.0369,0.826,0.0,0.0943,0.336,117.137,177400.0,0
0.8,0.585,-7.343,0.0924,0.264,0.0,0.153,0.779,126.05799999999999,213400.0,1
0.767,0.611,-5.172999999999999,0.0983,0.157,0.0116,0.0836,0.11,0.0,183960.0,1
0.732,0.659,-6.089,0.225,0.109,0.0,0.141,0.575,148.001,288133.0,1
0.555,0.941,-3.294,0.0557,0.484,0.0,0.266,0.804,92.494,236293.0,0
0.6920000000000001,0.809,-5.935,0.0255,0.1,9.77e-05,0.185,0.927,104.023,263387.0,1
63.0,67.0,-7.0,5.0,5.0,,10.0,29.0,116.0,233.0,1
0.489,0.7240000000000001,-8.793,0.204,0.409,1.03e-05,0.104,0.203,85.346,240213.0,0
81.0,88.0,-4.0,5.0,5.0,,11.0,96.0,134.0,189.0,1
0.108,0.0838,-20.624,0.0403,0.885,0.313,0.0693,0.0392,0.0,-1.0,0
0.381,0.247,-18.373,0.0512,0.979,0.862,0.0771,0.0735,103.709,302920.0,0
0.295,0.6,-7.775,0.0672,0.496,0.000784,0.282,0.314,0.0,249627.0,0
0.534,0.919,-4.0,0.052,0.0327,0.000592,0.33,0.5539999999999999,83.95,-1.0,0
0.3279999999999999,0.228,-18.76,0.0664,0.893,8.56e-05,0.264,0.142,91.161,315747.0,0
0.659,0.631,-7.343999999999999,0.0445,0.129,0.0,0.648,0.3289999999999999,111.975,223125.0,0
0.8320000000000001,0.659,-7.827999999999999,0.057,0.0839,0.00114,0.0753,0.674,100.163,353893.0,1
44.0,49.0,-6.0,4.0,13.0,,11.0,25.0,144.0,251.0,1
0.222,0.133,-22.049,0.0409,0.977,2.7399999999999995e-05,0.353,0.209,70.791,130307.0,0
0.657,0.212,-13.372,0.163,0.921,0.755,0.113,0.71,81.005,168080.0,0
0.494,0.698,-12.049,0.0553,0.0397,0.00634,0.152,0.778,95.84200000000001,-1.0,1
0.51,0.759,-4.854,0.1009999999999999,0.034,0.0,0.077,0.237,91.12299999999999,207142.0,1
0.762,0.6659999999999999,-6.055,0.0916,0.00427,0.0,0.127,0.278,118.97,232093.0,1
0.561,0.161,-17.719,0.0894,0.95,0.8270000000000001,0.0883,0.216,0.0,147493.0,0
0.562,0.476,-12.155,0.246,0.435,0.0,0.1009999999999999,0.185,144.2,226720.0,0
0.878,0.446,-6.362,0.0635,0.503,6.32e-06,0.1169999999999999,0.805,138.035,221267.0,1
0.5670000000000001,0.537,-5.479,0.0252,0.0318,0.0,0.111,0.5379999999999999,84.182,243293.0,0
0.53,0.143,-17.471,0.0423,0.958,0.497,0.278,0.119,125.464,442227.0,0
0.659,0.5,-10.828,0.296,0.1689999999999999,0.0,0.29,0.5529999999999999,140.067,183573.0,0
0.809,0.497,-7.274,0.435,0.13,0.0,0.11,0.451,152.10299999999998,213987.0,0
71.0,64.0,-7.0,23.0,2.0,,26.0,89.0,144.0,204.0,1
28.0,74.0,-6.0,9.0,0.0,,59.0,33.0,190.0,231.0,1
0.477,0.203,-23.095,0.186,0.964,0.000445,0.4629999999999999,0.304,123.68299999999999,-1.0,0
0.779,0.626,-7.73,0.067,0.0262,0.00488,0.114,0.419,140.078,206387.0,1
0.7120000000000001,0.563,-7.435,0.0712,0.261,2.61e-05,0.1369999999999999,0.502,0.0,249520.0,0
0.5820000000000001,0.804,-3.766,0.0365,0.39,0.0,0.208,0.528,126.965,196344.0,0
0.8540000000000001,0.4629999999999999,-6.159,0.1369999999999999,0.1169999999999999,0.0,0.354,0.5489999999999999,120.024,225773.0,1
0.624,0.424,-8.237,0.24,0.284,0.0,0.173,0.584,76.669,206013.0,1
0.542,0.905,-5.653,0.054,0.00172,0.0104,0.136,0.374,153.398,203347.0,1
0.813,0.687,-10.178,0.152,0.0562,0.0,0.113,0.733,103.196,237533.0,0
0.487,0.366,-9.405,0.0531,0.241,0.0,0.126,0.161,68.191,-1.0,1
0.8270000000000001,0.8,-6.755,0.1969999999999999,0.149,0.0,0.0555,0.731,110.064,158067.0,0
0.409,0.00211,-40.486,0.0668,0.996,0.941,0.0652,0.547,72.365,104827.0,0
0.657,0.49,-6.507000000000001,0.0378,0.00511,8.96e-06,0.0918,0.434,133.998,-1.0,0
0.627,0.871,-4.303999999999999,0.094,0.0185,0.0,0.1169999999999999,0.725,151.079,191747.0,0
0.596,0.605,-12.145,0.0255,0.181,0.000331,0.0863,0.8859999999999999,97.79799999999999,283800.0,1
0.287,0.046,-22.118,0.0451,0.991,0.7829999999999999,0.0969999999999999,0.3429999999999999,153.151,291000.0,0
0.265,0.8270000000000001,-4.6610000000000005,0.104,0.0434,0.0,0.1169999999999999,0.131,82.03200000000001,224053.0,1
83.0,66.0,-8.0,6.0,8.0,,8.0,67.0,100.0,354.0,1
0.0845,0.0282,-27.916,0.0396,0.953,0.355,0.113,0.0389,169.15099999999998,397253.0,0
0.52,0.594,-8.81,0.462,0.44,0.0,0.185,0.3929999999999999,129.216,230240.0,1
0.617,0.983,-3.21,0.152,0.00175,0.3329999999999999,0.507,0.326,149.997,-1.0,0
0.429,0.865,-3.751,0.0625,0.00129,0.0,0.105,0.6809999999999999,151.043,297347.0,0
0.76,0.595,-6.3660000000000005,0.0391,0.0054399999999999,0.0,0.241,0.361,131.497,263773.0,1
0.855,0.954,-1.19,0.264,0.529,0.0,0.205,0.6679999999999999,114.635,248133.0,1
0.757,0.69,-5.327000000000001,0.282,0.0716,0.0,0.192,0.914,132.064,194732.0,1
60.0,78.0,-5.0,5.0,16.0,,19.0,53.0,122.0,208.0,1
0.332,0.188,-20.45,0.0446,0.956,0.929,0.1369999999999999,0.055,136.27,194053.0,0
0.503,0.8140000000000001,-5.659,0.0315,0.00103,0.000151,0.0978,0.356,104.99,287746.0,0
63.0,79.0,-4.0,6.0,5.0,,16.0,41.0,104.0,220.0,1
0.469,0.78,-6.49,0.122,0.2239999999999999,0.0,0.13,0.444,125.999,233061.0,1
0.518,0.401,-7.582999999999999,0.0284,0.642,0.000185,0.118,0.171,92.148,216533.0,1
0.8370000000000001,0.5489999999999999,-5.722,0.1669999999999999,0.17,0.0,0.057,0.209,121.954,-1.0,1
56.0,78.0,-5.0,4.0,31.0,,11.0,33.0,87.0,231.0,1
0.85,0.405,-7.508999999999999,0.225,0.119,0.000118,0.0707,0.344,139.976,190312.0,1
0.69,0.7290000000000001,-5.08,0.372,0.276,5.08e-05,0.106,0.478,128.96,191600.0,1
0.498,0.556,-6.346,0.0404,0.114,1.49e-05,0.32,0.452,0.0,219587.0,0
0.451,0.55,-8.137,0.262,0.0108,0.0,0.0737,0.594,80.001,227960.0,1
0.654,0.556,-5.653,0.0435,0.098,0.0524,0.118,0.182,139.942,-1.0,0
0.61,0.508,-6.682,0.152,0.297,0.0,0.384,0.758,178.818,137876.0,0
0.49,0.715,-5.549,0.0476,0.386,0.0,0.311,0.866,130.726,145747.0,1
0.6829999999999999,0.691,-5.535,0.0432,0.243,0.0,0.14,0.732,0.0,219507.0,1
0.6459999999999999,0.812,-3.932,0.254,0.218,0.0,0.299,0.6940000000000001,95.014,287000.0,0
0.61,0.5539999999999999,-5.501,0.1369999999999999,0.0379,3.84e-05,0.166,0.244,159.85,221787.0,1
0.53,0.701,-6.12,0.345,0.175,0.0,0.118,0.7929999999999999,170.233,242107.0,0
0.561,0.863,-4.332,0.119,0.19,0.0,0.26,0.168,80.962,241360.0,0
0.451,0.97,-4.938,0.107,0.0264,0.00355,0.102,0.198,122.444,216933.0,1
0.78,0.402,-9.255,0.149,0.188,0.0,0.0597,0.483,160.046,-1.0,1
0.625,0.698,-5.804,0.146,0.0107,0.0,0.156,0.204,120.119,132625.0,0
0.154,0.972,-3.626,0.111,0.000913,0.247,0.368,0.213,205.467,192920.0,0
0.8640000000000001,0.6659999999999999,-5.525,0.2339999999999999,0.0482,0.0,0.134,0.5379999999999999,132.12,225008.0,1
0.6809999999999999,0.557,-9.496,0.569,0.0781,3.07e-05,0.1639999999999999,0.434,177.364,170400.0,0
0.382,0.589,-7.315,0.0267,0.0465,0.0,0.122,0.335,140.059,243360.0,1
0.866,0.51,-6.254,0.256,0.0146,0.0,0.107,0.171,106.949,234640.0,1
0.619,0.8690000000000001,-4.805,0.0773,0.00427,1.93e-06,0.38,0.527,125.257,230400.0,0
0.129,0.0175,-31.083,0.0468,0.962,0.221,0.0419,0.111,175.75900000000001,336000.0,0
0.769,0.518,-6.563,0.102,0.000573,0.108,0.342,0.504,121.116,247976.0,0
0.1159999999999999,0.0432,-21.128,0.0404,0.919,0.86,0.119,0.0342,94.33,420107.0,0
0.63,0.449,-13.243,0.0252,0.2189999999999999,0.0,0.0622,0.623,84.37799999999999,256000.0,1
0.6809999999999999,0.57,-5.829,0.136,0.0407,0.0,0.105,0.153,135.121,304200.0,0
0.674,0.95,-5.0,0.182,0.505,0.0,0.103,0.843,76.009,268958.0,0
0.926,0.703,-6.337000000000001,0.103,0.0659,0.0,0.231,0.485,125.022,223713.0,1
61.0,80.0,-8.0,5.0,1.0,,26.0,52.0,120.0,218.0,1
0.767,0.929,-3.08,0.185,0.102,0.0,0.0921,0.923,121.087,165467.0,1
0.621,0.888,-6.199,0.0443,0.19,1.7e-05,0.151,0.6509999999999999,102.986,228187.0,0
0.527,0.633,-7.508999999999999,0.17,0.0095599999999999,0.0,0.624,0.301,91.12899999999999,243984.0,0
0.611,0.797,-7.627000000000001,0.0533,0.00543,0.00137,0.26,0.518,120.041,218107.0,1
0.772,0.352,-9.157,0.0322,0.528,0.851,0.161,0.1939999999999999,122.439,115566.0,0
