danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,popularity_
0.885,0.506,-8.322000000000001,0.268,0.0266,0.0,0.307,0.588,148.03799999999998,168627.0,1
0.413,0.855,-4.681,0.0497,6.620000000000001e-05,0.0,0.368,0.48,160.107,175693.0,0
0.677,0.512,-7.318,0.151,0.108,0.0,0.206,0.3,152.032,288603.0,0
0.5329999999999999,0.907,-3.793,0.0406,0.0292,0.0,0.386,0.7,150.99,183160.0,1
0.8,0.578,-5.144,0.0485,0.00381,0.0,0.359,0.367,143.01,204665.0,1
0.7170000000000001,0.6659999999999999,-5.555,0.0358,0.00106,6.28e-06,0.0528,0.0814,128.056,173871.0,1
0.82,0.6409999999999999,-7.811,0.1159999999999999,0.0662,5.07e-05,0.102,0.395,117.97399999999999,263373.0,1
0.431,0.377,-9.753,0.0288,0.7490000000000001,0.0,0.211,0.353,173.67,213627.0,1
0.626,0.639,-5.62,0.085,0.0465,0.0,0.161,0.638,144.009,212783.0,1
0.794,0.366,-10.051,0.135,0.0214,0.0,0.0964,0.278,122.993,159522.0,1
0.616,0.8109999999999999,-4.803999999999999,0.0626,0.0573,1.57e-05,0.0566,0.913,159.929,253093.0,1
0.416,0.0626,-25.477,0.0579,0.872,0.0,0.143,0.198,136.936,47600.0,0
68.0,89.0,-4.0,8.0,1.0,,36.0,83.0,138.0,192.0,1
0.556,0.444,-6.768,0.486,0.386,0.473,0.142,0.547,160.442,129255.0,0
0.516,0.906,-4.525,0.0658,2.8600000000000004e-05,0.000101,0.105,0.728,116.775,301920.0,1
0.154,0.0468,-27.463,0.0424,0.98,0.427,0.139,0.0783,85.241,844893.0,0
0.461,0.168,-16.225,0.042,0.449,0.8859999999999999,0.267,0.309,169.675,422533.0,0
0.802,0.8640000000000001,-6.768,0.0848,0.2769999999999999,0.00605,0.0554,0.944,127.11,462000.0,0
0.528,0.331,-8.899,0.0289,0.218,0.0,0.0992,0.181,125.262,238280.0,0
0.73,0.3229999999999999,-8.748,0.141,0.372,0.86,0.12,0.627,107.445,149000.0,0
0.562,0.594,-4.578,0.0558,0.318,0.0,0.311,0.423,62.876000000000005,265533.0,1
0.629,0.622,-8.906,0.0404,0.511,0.000174,0.3829999999999999,0.264,115.29299999999999,-1.0,1
0.936,0.588,-6.948,0.136,0.0146,0.0,0.139,0.238,124.98700000000001,255379.0,1
0.69,0.741,-7.405,0.0363,0.0433,0.00429,0.0975,0.0774,125.985,146190.0,1
0.736,0.515,-7.739,0.163,0.384,4.31e-06,0.113,0.421,149.977,259834.0,1
0.605,0.684,-6.356,0.2239999999999999,0.00647,0.0,0.353,0.287,72.469,242173.0,0
0.638,0.523,-6.664,0.357,0.00454,0.0,0.0842,0.422,139.91299999999998,185947.0,1
0.436,0.449,-8.906,0.0286,0.191,0.0485,0.123,0.3279999999999999,78.813,296960.0,0
0.4639999999999999,0.688,-4.553,0.0301,0.106,0.0,0.146,0.411,173.793,189267.0,1
0.677,0.696,-6.181,0.119,0.321,0.0,0.42,0.464,90.03,198082.0,1
0.877,0.562,-7.096,0.26,0.0152,0.0,0.0933,0.376,99.977,127200.0,1
0.8190000000000001,0.261,-14.406,0.181,0.708,0.0216,0.108,0.487,92.348,257827.0,0
0.348,0.2739999999999999,-17.255,0.0391,0.865,0.0476,0.966,0.431,81.818,596032.0,0
62.0,46.0,-6.0,3.0,56.0,,14.0,50.0,127.0,184.0,1
0.574,0.764,-6.005,0.0359,0.000703,0.0769,0.1369999999999999,0.631,141.001,-1.0,0
0.732,0.659,-6.089,0.225,0.109,0.0,0.141,0.575,0.0,288133.0,1
0.436,0.655,-8.37,0.0583,0.499,8.1e-06,0.688,0.412,121.002,279204.0,1
0.7,0.598,-7.782999999999999,0.114,0.0369,0.0,0.111,0.594,160.041,228453.0,1
0.894,0.7909999999999999,-4.699,0.1119999999999999,0.0183,0.0,0.0388,0.583,105.01799999999999,250373.0,1
0.168,0.0811,-21.963,0.0386,0.971,0.0478,0.12,0.0364,126.133,324633.0,0
0.611,0.602,-4.89,0.0437,0.000837,0.0,0.1119999999999999,0.624,168.15400000000002,148460.0,1
0.245,0.501,-6.664,0.0542,0.1169999999999999,4.74e-06,0.126,0.119,69.858,229989.0,0
0.769,0.807,-2.966,0.306,0.0515,0.0,0.111,0.364,82.42200000000001,139845.0,1
0.431,0.958,-5.25,0.0347,0.0231,0.856,0.252,0.68,0.0,210128.0,0
0.379,0.25,-6.009,0.0318,0.745,0.0,0.107,0.385,99.23299999999999,196970.0,0
0.6579999999999999,0.535,-8.982999999999999,0.0573,0.0265,0.0,0.2,0.419,110.684,227360.0,1
0.653,0.945,-2.634,0.096,0.00561,0.915,0.439,0.325,126.093,198095.0,1
0.475,0.753,-5.058,0.214,2.58e-05,0.0968,0.212,0.672,162.92,177427.0,0
0.473,0.939,-4.7860000000000005,0.258,0.0107,0.0,0.3329999999999999,0.568,200.123,209288.0,0
0.5579999999999999,0.5589999999999999,-9.222,0.0959,0.371,7.49e-06,0.109,0.62,78.558,-1.0,1
0.748,0.66,-4.704,0.0487,0.2239999999999999,0.053,0.1009999999999999,0.3279999999999999,0.0,171907.0,1
0.741,0.691,-7.395,0.0672,0.0221,0.0,0.0476,0.892,150.087,212353.0,1
66.0,67.0,-5.0,3.0,0.0,,26.0,37.0,120.0,225.0,1
0.6509999999999999,0.708,-4.791,0.0376,0.5820000000000001,0.0,0.0796,0.5579999999999999,0.0,202920.0,1
0.812,0.621,-8.3,0.0515,0.244,0.0,0.099,0.847,77.998,128157.0,1
0.634,0.6679999999999999,-5.488,0.0291,0.14,0.0,0.216,0.635,80.98899999999999,224627.0,1
0.48,0.8270000000000001,-6.712000000000001,0.0414,0.445,0.341,0.56,0.974,178.136,194080.0,0
0.589,0.313,-10.001,0.1369999999999999,0.322,0.0,0.105,0.0905,164.57299999999998,177855.0,0
0.8009999999999999,0.718,-5.48,0.105,0.0144,0.000905,0.0791,0.7959999999999999,125.985,213353.0,0
0.79,0.608,-6.9,0.275,0.21,0.0,0.0549,0.568,92.147,-1.0,0
0.655,0.835,-3.451,0.059,0.0459,0.0,0.409,0.165,91.035,-1.0,1
0.763,0.726,-6.405,0.282,0.259,0.0,0.0976,0.349,139.059,126346.0,1
0.78,0.719,-3.613,0.0506,0.302,0.000196,0.0931,0.336,127.962,199604.0,1
0.387,0.0164,-40.913,0.0378,0.994,0.83,0.165,0.613,72.90100000000001,170160.0,0
0.8240000000000001,0.47,-7.459,0.176,0.16,0.0,0.15,0.437,134.922,230878.0,1
0.846,0.5479999999999999,-9.875,0.605,0.415,0.0,0.286,0.7509999999999999,138.02,313427.0,0
0.427,0.944,-2.885,0.0565,0.000197,0.0159,0.0625,0.248,101.07799999999999,260276.0,1
0.506,0.833,-9.178,0.261,0.713,0.113,0.125,0.45,174.21599999999998,-1.0,0
0.311,0.183,-17.364,0.0671,0.949,0.885,0.0836,0.363,78.633,-1.0,0
0.225,0.139,-24.092,0.0571,0.904,0.256,0.108,0.314,168.084,253067.0,0
0.762,0.643,-6.95,0.294,0.217,0.0,0.159,0.5479999999999999,130.0,222424.0,0
57.0,89.0,-5.0,8.0,10.0,,33.0,31.0,91.0,233.0,1
0.539,0.276,-12.364,0.0276,0.417,0.0,0.0608,0.179,106.947,262893.0,0
0.649,0.517,-7.428,0.0297,0.0146,1.63e-06,0.145,0.35,119.99700000000001,219440.0,1
0.696,0.57,-9.084,0.557,0.6729999999999999,3.02e-06,0.098,0.3289999999999999,76.976,189231.0,1
0.736,0.8270000000000001,-6.273,0.0344,0.091,0.00509,0.315,0.878,117.024,309173.0,0
0.255,0.3929999999999999,-10.654000000000002,0.0278,0.0577,0.00361,0.113,0.118,76.426,-1.0,1
0.833,0.434,-8.795,0.431,0.0102,0.0219,0.165,0.281,150.062,204600.0,1
0.674,0.649,-8.433,0.1989999999999999,0.191,0.0,0.122,0.48,0.0,153800.0,1
0.81,0.871,-2.672,0.241,0.13,0.0,0.313,0.299,87.32799999999999,290427.0,1
0.368,0.7959999999999999,-4.923,0.0823,0.0157,0.0,0.0694,0.181,170.033,214427.0,1
0.579,0.957,-2.94,0.0521,0.0107,0.158,0.263,0.515,123.993,-1.0,1
0.529,0.4429999999999999,-10.368,0.206,0.069,1.85e-05,0.591,0.0609,86.93700000000001,467867.0,0
0.731,0.738,-8.125,0.0377,0.184,0.0,0.214,0.958,117.656,236920.0,1
0.841,0.695,-5.625,0.415,0.001,4.26e-05,0.1889999999999999,0.408,173.368,-1.0,1
0.545,0.64,-9.937,0.2239999999999999,0.00249,0.0304,0.196,0.606,80.544,230480.0,1
63.0,58.0,-7.0,7.0,28.0,,38.0,56.0,149.0,224.0,0
0.517,0.341,-13.422,0.0597,0.502,0.0258,0.106,0.373,110.311,333213.0,0
0.424,0.706,-3.548,0.0404,0.0038399999999999,0.0,0.395,0.294,82.081,256333.0,0
0.7140000000000001,0.735,-7.125,0.0306,0.176,0.0006219999999999,0.115,0.68,123.57,222227.0,1
0.493,0.12,-16.316,0.0465,0.971,6.77e-05,0.109,0.196,105.411,-1.0,0
0.217,0.00968,-36.888000000000005,0.0434,0.957,0.885,0.0665,0.131,0.0,376667.0,0
0.2689999999999999,0.903,-5.705,0.175,0.0121,4.14e-05,0.0971,0.0967,149.757,387840.0,0
63.0,59.0,-7.0,11.0,20.0,,10.0,68.0,90.0,194.0,1
0.64,0.406,-11.129,0.0274,0.367,0.0,0.0865,0.233,128.026,241067.0,1
0.743,0.5710000000000001,-6.053999999999999,0.145,0.24,0.0,0.291,0.495,119.054,-1.0,1
0.27,0.275,-10.357,0.0356,0.8340000000000001,0.0,0.146,0.2319999999999999,168.653,232760.0,1
0.4529999999999999,0.157,-16.028,0.0498,0.991,0.89,0.115,0.0703,154.055,209240.0,0
0.764,0.705,-3.463,0.0284,0.259,8.92e-05,0.12,0.781,110.97,208667.0,1
59.0,85.0,-5.0,4.0,7.0,,27.0,34.0,120.0,235.0,1
0.8270000000000001,0.642,-4.29,0.242,0.00905,1.5e-06,0.0865,0.181,145.004,-1.0,1
0.612,0.807,-2.81,0.0336,0.0495,0.0177,0.101,0.398,124.053,240400.0,1
61.0,84.0,-3.0,5.0,11.0,,12.0,44.0,129.0,213.0,1
0.601,0.59,-5.001,0.0569,0.186,0.0,0.0942,0.2739999999999999,151.952,206453.0,1
0.653,0.718,-5.232,0.213,0.00413,0.0,0.0537,0.216,82.03399999999999,202805.0,1
0.415,0.908,-9.701,0.0765,0.00437,0.0345,0.0819999999999999,0.437,114.816,243533.0,1
0.677,0.603,-6.954,0.0237,0.0258,0.0266,0.104,0.601,106.02799999999999,188933.0,0
0.321,0.2,-21.132,0.0364,0.966,0.935,0.1689999999999999,0.6,112.12899999999999,50034.0,0
0.596,0.557,-7.522,0.134,0.0983,0.0,0.0565,0.6609999999999999,133.247,216689.0,1
0.797,0.312,-10.959,0.0608,0.345,0.0,0.1119999999999999,0.268,120.083,201834.0,0
0.218,0.0294,-29.924,0.0444,0.982,0.975,0.11,0.0665,117.259,202813.0,0
57.0,33.0,-7.0,3.0,42.0,,9.0,28.0,96.0,217.0,1
0.155,0.119,-17.48,0.0378,0.952,0.906,0.0921,0.0895,70.033,923560.0,0
0.529,0.943,-4.192,0.034,0.00705,3.16e-05,0.0696,0.7879999999999999,99.604,180160.0,1
0.584,0.68,-6.66,0.299,0.271,0.0,0.244,0.619,140.04,212272.0,0
69.0,73.0,-5.0,17.0,1.0,,33.0,65.0,128.0,244.0,1
0.479,0.94,-5.746,0.0663,0.00536,0.0,0.0854,0.315,155.966,227239.0,0
0.5379999999999999,0.6559999999999999,-6.172000000000001,0.0287,0.034,0.00155,0.109,0.165,127.5,257733.0,0
74.0,82.0,-5.0,4.0,1.0,,12.0,65.0,120.0,205.0,1
0.395,0.502,-8.328,0.0309,0.236,5.79e-06,0.332,0.3229999999999999,183.237,178376.0,0
0.7809999999999999,0.597,-6.794,0.23,0.0415,0.0,0.152,0.544,158.043,149949.0,1
0.642,0.353,-12.384,0.215,0.304,0.0,0.0927,0.276,89.596,263467.0,0
0.429,0.221,-16.439,0.0386,0.99,0.956,0.32,0.68,153.69299999999998,82987.0,0
0.934,0.735,-6.667999999999999,0.251,0.031,8.6e-06,0.107,0.768,101.368,273107.0,1
58.0,93.0,-4.0,5.0,0.0,,14.0,88.0,150.0,221.0,1
0.171,0.309,-12.004,0.0382,0.905,0.925,0.18,0.105,140.61,138613.0,0
0.503,0.615,-9.128,0.1369999999999999,0.6609999999999999,0.0,0.122,0.318,153.47799999999998,220909.0,1
0.725,0.573,-4.1930000000000005,0.1369999999999999,0.131,2.17e-06,0.0892,0.205,86.00200000000001,213692.0,0
0.588,0.521,-9.461,0.0329,0.0678,0.149,0.123,0.337,85.012,260173.0,1
0.379,0.152,-25.128,0.0463,0.954,0.711,0.7170000000000001,0.257,140.166,556333.0,0
0.492,0.902,-2.715,0.308,0.105,0.0,0.877,0.591,161.219,261040.0,0
0.7609999999999999,0.598,-7.249,0.182,0.128,0.0,0.0839,0.447,173.89700000000002,163974.0,1
0.321,0.149,-23.635,0.0472,0.976,0.0288,0.7240000000000001,0.178,99.301,176987.0,0
0.469,0.537,-10.421,0.152,0.0241,0.00201,0.2689999999999999,0.7829999999999999,124.193,382834.0,1
65.0,59.0,-6.0,5.0,0.0,,17.0,35.0,132.0,216.0,1
0.369,0.309,-13.54,0.0594,0.958,0.000242,0.253,0.4029999999999999,140.407,225319.0,0
67.0,88.0,-6.0,24.0,27.0,,44.0,79.0,100.0,211.0,1
0.787,0.69,-6.206,0.4039999999999999,0.2339999999999999,0.0,0.1119999999999999,0.465,171.02900000000002,283551.0,1
0.776,0.509,-6.266,0.467,0.192,1.49e-06,0.115,0.485,94.634,129371.0,1
0.301,0.253,-23.801,0.0359,0.8170000000000001,0.982,0.0815,0.962,97.198,75507.0,0
0.41,0.931,-3.889,0.0933,0.15,0.0025399999999999,0.0327,0.4,158.17,462533.0,0
0.1009999999999999,0.0792,-25.364,0.0419,0.918,0.0505,0.62,0.0362,89.712,436867.0,0
0.3829999999999999,0.659,-5.558,0.0312,0.1169999999999999,0.0,0.0778,0.327,140.795,353027.0,1
0.6779999999999999,0.648,-5.892,0.445,0.147,0.0,0.182,0.635,94.336,190177.0,1
0.513,0.537,-9.563,0.042,0.563,1.43e-06,0.212,0.831,108.475,182040.0,0
0.532,0.8079999999999999,-4.52,0.18,0.115,1.5399999999999998e-05,0.596,0.416,169.203,208500.0,0
0.654,0.325,-11.925,0.282,0.74,2.14e-05,0.152,0.39,139.886,-1.0,1
0.728,0.607,-8.417,0.132,0.133,0.0,0.0864,0.445,129.938,176702.0,1
0.632,0.41,-12.129,0.0677,0.696,0.00307,0.104,0.33,71.972,308933.0,0
80.0,59.0,-7.0,4.0,16.0,,19.0,55.0,121.0,228.0,1
0.728,0.602,-7.747999999999999,0.185,0.0699,7.01e-06,0.318,0.3279999999999999,140.08100000000002,225040.0,1
0.773,0.564,-7.241,0.249,0.00561,1.99e-05,0.213,0.0588,155.976,-1.0,1
0.556,0.981,-2.688,0.128,0.00662,0.0,0.218,0.716,101.42299999999999,255467.0,1
0.1969999999999999,0.1119999999999999,-17.292,0.0493,0.979,0.952,0.105,0.0747,197.232,158387.0,0
0.351,0.136,-24.962,0.3989999999999999,0.82,0.0,0.307,0.236,0.0,429027.0,0
0.62,0.6970000000000001,-7.278,0.0498,0.0315,0.0,0.1639999999999999,0.711,160.957,169933.0,0
0.417,0.14,-21.795,0.0533,0.971,0.87,0.127,0.5920000000000001,88.956,210467.0,0
71.0,81.0,-5.0,6.0,13.0,,37.0,89.0,120.0,223.0,1
0.601,0.8590000000000001,-5.263,0.0276,0.000359,0.00124,0.0871,0.446,125.145,-1.0,1
0.591,0.914,-4.226,0.0746,0.0188,1.53e-06,0.105,0.4,126.009,236156.0,0
0.7,0.934,-5.941,0.17,0.0857,0.226,0.114,0.2239999999999999,92.973,-1.0,1
0.72,0.744,-6.938,0.12,0.237,0.0,0.255,0.619,78.953,243773.0,1
0.64,0.6629999999999999,-7.516,0.0374,0.201,0.00806,0.152,0.6629999999999999,0.0,140773.0,1
0.823,0.3989999999999999,-10.108,0.2339999999999999,0.0712,0.000258,0.0954,0.5770000000000001,93.524,298200.0,0
81.0,89.0,-4.0,4.0,2.0,,8.0,61.0,122.0,229.0,1
50.0,81.0,-5.0,9.0,3.0,,12.0,26.0,150.0,253.0,1
0.741,0.6859999999999999,-5.704,0.0361,0.176,0.5529999999999999,0.439,0.418,102.027,178400.0,1
0.377,0.903,-6.422999999999999,0.0739,0.00764,9.74e-05,0.109,0.353,195.90900000000002,259773.0,0
0.7659999999999999,0.5479999999999999,-4.29,0.235,0.775,5.57e-06,0.1,0.424,82.944,161985.0,1
68.0,80.0,-6.0,4.0,3.0,,13.0,78.0,120.0,211.0,1
0.779,0.813,-5.92,0.178,0.126,6.77e-06,0.114,0.303,0.0,224541.0,0
80.0,47.0,-10.0,4.0,25.0,,7.0,69.0,98.0,228.0,0
0.606,0.457,-14.035,0.0497,0.713,2.53e-05,0.0747,0.813,92.03299999999999,244027.0,1
0.613,0.8079999999999999,-6.077999999999999,0.248,0.381,0.0,0.262,0.736,94.51,261670.0,0
0.667,0.373,-9.389,0.05,0.785,0.0,0.0906,0.0823,124.148,169266.0,1
70.0,62.0,-7.0,25.0,8.0,,16.0,72.0,82.0,193.0,1
0.5589999999999999,0.613,-7.891,0.0343,0.231,3.47e-06,0.0742,0.213,0.0,251172.0,0
0.4629999999999999,0.627,-6.519,0.0353,0.0138,0.000341,0.139,0.0791,116.22200000000001,268600.0,0
0.453,0.35,-11.639,0.0425,0.827,0.00122,0.144,0.279,72.017,185147.0,1
0.625,0.45,-9.985,0.0311,0.0776,0.000217,0.1169999999999999,0.0362,92.97399999999999,206472.0,1
66.0,60.0,-5.0,4.0,5.0,,36.0,29.0,134.0,236.0,1
0.902,0.621,-5.315,0.1989999999999999,0.0841,0.0,0.138,0.497,114.007,-1.0,1
0.616,0.633,-5.0760000000000005,0.0383,0.147,1.48e-06,0.288,0.58,89.64399999999999,243160.0,1
67.0,31.0,-8.0,24.0,11.0,,8.0,30.0,111.0,192.0,1
39.0,17.0,-13.0,3.0,91.0,,11.0,14.0,86.0,214.0,0
0.3339999999999999,0.222,-16.070999999999998,0.0434,0.7959999999999999,0.406,0.674,0.156,71.37,449587.0,0
0.6459999999999999,0.795,-3.293,0.0976,0.0319,0.0,0.267,0.7959999999999999,89.99,-1.0,1
0.1889999999999999,0.12,-16.012,0.0362,0.966,0.924,0.0989,0.0429,108.02799999999999,838187.0,0
0.481,0.885,-5.041,0.0422,0.000963,7.94e-05,0.444,0.631,160.041,203907.0,0
0.653,0.341,-14.029000000000002,0.0574,0.7909999999999999,0.901,0.106,0.275,171.97299999999998,314000.0,0
0.432,0.895,-3.682,0.0504,0.127,1.16e-05,0.141,0.625,104.458,335067.0,1
0.767,0.758,-3.191,0.084,0.0368,0.0,0.0682,0.844,111.986,160982.0,1
68.0,41.0,-8.0,3.0,70.0,,12.0,20.0,112.0,233.0,1
70.0,82.0,-5.0,22.0,49.0,,45.0,67.0,100.0,218.0,1
72.0,75.0,-4.0,4.0,4.0,,13.0,50.0,128.0,229.0,0
0.471,0.617,-8.394,0.038,0.0522,0.0,0.2289999999999999,0.491,182.32299999999998,210307.0,0
30.0,38.0,-8.0,3.0,91.0,,11.0,19.0,125.0,255.0,0
0.6709999999999999,0.828,-7.535,0.0493,0.237,0.0009279999999999,0.3379999999999999,0.726,99.92200000000001,205320.0,0
0.636,0.479,-11.555,0.0812,0.519,0.0,0.408,0.935,159.433,149333.0,0
0.707,0.955,-4.593,0.222,0.127,0.0,0.202,0.575,125.989,134240.0,1
0.193,0.00327,-39.433,0.0407,0.914,0.0901,0.0625,0.0564,88.647,322200.0,0
61.0,62.0,-6.0,3.0,1.0,,37.0,48.0,80.0,231.0,1
0.416,0.146,-23.668000000000003,0.0719,0.889,0.0,0.109,0.1969999999999999,109.4,49787.0,0
0.916,0.906,-2.494,0.195,0.0279,0.0,0.0803,0.291,95.3,161507.0,1
0.215,0.0404,-24.241,0.0329,0.989,0.833,0.118,0.1119999999999999,94.45100000000001,493973.0,0
0.7759999999999999,0.8109999999999999,-5.273,0.0876,0.069,0.000494,0.3329999999999999,0.5820000000000001,116.696,168522.0,0
0.261,0.0384,-28.173,0.0449,0.955,0.647,0.128,0.0445,0.0,91333.0,0
0.7809999999999999,0.7020000000000001,-4.176,0.0381,0.00211,0.0427,0.0735,0.787,120.148,321496.0,0
0.414,0.161,-22.32,0.0318,0.883,0.000223,0.1169999999999999,0.423,159.375,199493.0,1
0.564,0.904,-3.808,0.0582,0.00719,0.0,0.528,0.637,124.102,160991.0,1
0.391,0.0362,-32.662,0.0453,0.991,0.8809999999999999,0.0955,0.413,71.875,85890.0,0
0.527,0.107,-24.667,0.0382,0.989,0.914,0.115,0.7140000000000001,108.037,-1.0,0
76.0,62.0,-6.0,18.0,1.0,,9.0,52.0,130.0,241.0,1
0.916,0.493,-7.371,0.162,0.12,2.63e-06,0.211,0.327,140.05700000000002,195591.0,1
0.696,0.8170000000000001,-3.862,0.109,0.075,0.0,0.187,0.782,0.0,216409.0,1
0.425,0.185,-14.218,0.0537,0.974,0.00402,0.0531,0.215,132.458,156600.0,0
0.8240000000000001,0.573,-7.436,0.257,0.0332,0.0,0.0858,0.496,139.87,219034.0,0
0.645,0.598,-13.18,0.0335,0.221,3.53e-06,0.0721,0.913,105.929,227267.0,1
81.0,87.0,-5.0,11.0,1.0,,5.0,74.0,103.0,171.0,1
0.758,0.685,-5.818,0.0446,0.214,0.000213,0.0739,0.065,116.991,299212.0,0
70.0,92.0,-4.0,4.0,0.0,,8.0,71.0,119.0,295.0,1
0.49,0.33,-8.433,0.0299,0.258,7.85e-06,0.684,0.1159999999999999,0.0,252013.0,0
0.476,0.7140000000000001,-6.468999999999999,0.0332,0.0146,0.000138,0.0785,0.114,97.059,-1.0,0
0.727,0.599,-6.941,0.327,0.317,0.0,0.2189999999999999,0.386,167.90900000000002,197133.0,1
56.0,94.0,-4.0,5.0,5.0,,11.0,68.0,116.0,222.0,1
0.39,0.513,-10.406,0.0279,0.584,0.282,0.141,0.499,92.242,313893.0,0
0.746,0.866,-3.113,0.148,0.124,1.26e-05,0.596,0.519,128.054,138750.0,0
0.828,0.621,-6.414,0.0565,0.0164,0.00233,0.0845,0.436,128.986,186173.0,1
0.67,0.752,-4.146,0.0374,0.0409999999999999,0.0,0.0749,0.442,149.961,204747.0,1
0.359,0.0298,-30.033,0.0397,0.994,0.931,0.0702,0.616,141.49,369160.0,0
0.762,0.701,-3.541,0.0286,0.235,0.000158,0.123,0.742,110.968,208867.0,1
0.91,0.366,-9.954,0.0941,0.0996,0.0,0.261,0.74,119.985,152000.0,1
0.293,0.209,-19.612,0.133,0.949,0.755,0.119,0.292,171.041,28947.0,0
0.417,0.58,-4.574,0.207,0.0307,1.45e-06,0.179,0.139,68.58,246773.0,1
0.509,0.949,-0.551,0.134,0.000567,0.000261,0.241,0.332,127.99700000000001,292787.0,0
0.306,0.722,-5.962999999999999,0.034,0.0519,0.0,0.1169999999999999,0.41,174.732,200293.0,1
0.733,0.477,-6.737,0.0687,0.302,2.97e-06,0.0579,0.545,62.507,216133.0,1
0.846,0.384,-5.943,0.132,0.174,0.0,0.0895,0.42,141.983,155534.0,0
0.561,0.782,-5.863,0.04,0.0209,0.0,0.315,0.486,94.00399999999999,145558.0,1
0.52,0.731,-5.338,0.0557,0.342,0.00101,0.311,0.662,173.93,167303.0,1
0.143,0.0289999999999999,-28.299,0.0397,0.977,0.875,0.0526,0.0317,140.191,612280.0,0
0.7759999999999999,0.956,-3.591,0.297,0.213,0.0,0.628,0.575,79.932,198110.0,0
0.589,0.89,-3.719,0.0603,0.000481,0.00082,0.201,0.6920000000000001,90.598,199907.0,1
0.425,0.0199,-21.988000000000003,0.0447,0.922,0.00014,0.102,0.181,60.888000000000005,269000.0,0
0.789,0.437,-10.470999999999998,0.0338,0.035,0.00336,0.12,0.634,120.01299999999999,199733.0,0
0.6709999999999999,0.111,-15.541,0.0625,0.368,0.746,0.0958,0.363,83.90899999999999,65898.0,0
0.309,0.0662,-24.138,0.0387,0.967,0.0518,0.125,0.347,53.192,181347.0,0
0.813,0.528,-6.305,0.313,0.0715,0.0,0.125,0.131,79.532,207039.0,1
0.1969999999999999,0.0463,-32.46,0.0472,0.991,0.892,0.0967,0.221,147.192,328360.0,0
66.0,38.0,-6.0,3.0,39.0,,10.0,44.0,120.0,252.0,1
0.667,0.755,-7.246,0.069,0.0966,6.94e-05,0.0523,0.883,0.0,286220.0,1
0.8,0.59,-7.551,0.161,0.178,0.0,0.249,0.392,98.10799999999999,207080.0,0
0.634,0.8140000000000001,-7.455,0.299,0.257,0.0,0.624,0.879,86.74,169107.0,0
0.716,0.7290000000000001,-6.313,0.1169999999999999,0.0991,0.0,0.0842,0.276,131.975,226693.0,1
0.436,0.0443,-29.579,0.125,0.963,0.0,0.284,0.0963,80.13600000000001,100173.0,0
0.774,0.554,-7.909,0.0383,0.207,0.0,0.132,0.349,99.034,162547.0,1
33.0,62.0,-6.0,38.0,33.0,,16.0,60.0,85.0,216.0,1
0.306,0.7090000000000001,-3.593,0.0375,8.2e-05,0.00452,0.1009999999999999,0.0436,154.14600000000002,249627.0,0
0.294,0.0414,-23.133000000000003,0.0461,0.8059999999999999,0.000528,0.6890000000000001,0.108,117.829,176200.0,0
0.653,0.73,-10.613,0.043,0.0114,1.03e-05,0.0754,0.894,108.705,220400.0,1
0.283,0.083,-20.823,0.0319,0.915,0.405,0.109,0.1689999999999999,97.664,595667.0,0
0.703,0.66,-9.306,0.18,0.4589999999999999,0.0,0.158,0.4039999999999999,123.05799999999999,312200.0,0
0.253,0.166,-21.901,0.0498,0.969,0.698,0.2769999999999999,0.178,69.693,543533.0,0
0.631,0.365,-10.647,0.0245,0.148,0.0,0.0734,0.473,85.921,179733.0,0
0.883,0.544,-7.92,0.233,0.507,1.6e-06,0.08,0.114,129.993,-1.0,1
0.599,0.692,-4.43,0.0739,0.124,0.0,0.375,0.307,121.796,144349.0,1
0.612,0.696,-11.34,0.0353,0.0785,9.4e-06,0.14,0.8490000000000001,159.829,350862.0,0
0.518,0.0403,-30.929,0.0491,0.994,0.9,0.1,0.46,77.556,-1.0,0
0.755,0.5760000000000001,-5.4270000000000005,0.155,0.00326,0.0,0.147,0.555,134.877,276373.0,0
0.7809999999999999,0.487,-8.823,0.589,0.0335,0.0,0.163,0.344,95.87899999999999,182723.0,1
0.62,0.574,-11.893,0.0421,0.272,0.0,0.0607,0.9,81.548,231333.0,1
0.778,0.695,-6.865,0.0913,0.175,0.0,0.15,0.472,149.996,132780.0,1
0.7,0.49,-5.187,0.076,0.186,0.0,0.117,0.569,79.982,161803.0,1
0.7090000000000001,0.476,-6.61,0.0385,0.0926,0.0,0.0842,0.396,111.99700000000001,240274.0,0
0.324,0.735,-4.053999999999999,0.0337,0.135,4.84e-05,0.1689999999999999,0.1689999999999999,113.92299999999999,-1.0,1
52.0,70.0,-5.0,5.0,9.0,,9.0,52.0,127.0,307.0,1
58.0,56.0,-7.0,5.0,7.0,,14.0,14.0,113.0,242.0,1
0.825,0.7609999999999999,-5.388999999999999,0.104,0.0111,0.00359,0.3339999999999999,0.161,149.97,163371.0,1
0.917,0.267,-11.099,0.347,0.617,1.09e-05,0.109,0.516,119.984,258104.0,0
0.721,0.492,-11.392,0.108,0.125,0.0,0.109,0.218,92.94200000000001,206452.0,0
0.163,0.16,-18.248,0.0337,0.913,0.249,0.0899,0.0573,75.55,180267.0,0
